ProtocolName	SequenceName	SeriesDescription
cmrr_mbep2d_bold_Resting_5	*epfid2d1_64	cmrr_mbep2d_bold_Resting_5
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout_64ch-head-coil	*fl3d1_ns	AAHead_Scout_64ch-head-coil
AAHead_Scout_64ch-head-coil	*fl3d1_ns	AAHead_Scout_64ch-head-coil_MPR_sag
AAHead_Scout_64ch-head-coil	*fl3d1_ns	AAHead_Scout_64ch-head-coil_MPR_cor
AAHead_Scout_64ch-head-coil	*fl3d1_ns	AAHead_Scout_64ch-head-coil_MPR_tra
t2_tse_tra_p2	*tse2d1_17	t2_tse_tra_p2
t2_tse_dark-fluid_tra_FAST	*tir2d1_17	t2_tse_dark-fluid_tra_FAST
t1_fl3d_TRA_iso	*fl3d1	t1_fl3d_TRA_iso
T1w_TSE_LC_Neuromelanin	*tse2d1_4	T1w_TSE_LC_Neuromelanin
t1_fl3d_TRA_iso	*fl3d1	t1_fl3d_TRA_iso
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_tse_tra_p2	*tse2d1_17	t2_tse_tra_p2
t2_tse_dark-fluid_tra_FAST	*tir2d1_17	t2_tse_dark-fluid_tra_FAST
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_se_AP_Sag	*epfid2d1_64	cmrr_mbep2d_se_AP_Sag
cmrr_mbep2d_se_PA_Sag	*epfid2d1_64	cmrr_mbep2d_se_PA_Sag
cmrr_mbep2d_bold_videos_AP_Axial_44Slices_AntCoil	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP_Axial_44Slices_AntCoil
cmrr_mbep2d_bold_videos_AP_Axial_44Slices_AntCoil_motion	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP_Axial_44Slices_AntCoil_motion
cmrr_mbep2d_bold_videos_AP_Sag_AntCoil_motion	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP_Sag_AntCoil_motion
cmrr_mbep2d_bold_videos_AP_Sag_AntCoil_still	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP_Sag_AntCoil_still
cmrr_ep2d_bold_videos_AP_Axial_44Slices	*epfid2d1_64	cmrr_ep2d_bold_videos_AP_Axial_44Slices
cmrr_ep2d_bold_videos_AP_Axial_44Slices_noMotion	*epfid2d1_64	cmrr_ep2d_bold_videos_AP_Axial_44Slices_noMotion
t1_mprage_sag_p2_iso	*tfl3d1_16ns	t1_mprage_sag_p2_iso
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
t1_mprage_sag_p2_iso	*tfl3d1_16ns	t1_mprage_sag_p2_iso
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
cmrr_mbep2d_bold_Resting_5	*epfid2d1_64	cmrr_mbep2d_bold_Resting_5
cmrr_mbep2d_bold_Resting_10	*epfid2d1_64	cmrr_mbep2d_bold_Resting_10
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_Resting_5	*epfid2d1_64	cmrr_mbep2d_bold_Resting_5
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
t2_tse_tra_p3_noisereduction	*qtse2d1_15	t2_tse_tra_p3_noisereduction
cmrr_mbep2d_bold_Resting_5	*epfid2d1_64	cmrr_mbep2d_bold_Resting_5
t1_mprage_sag_p2_iso	*tfl3d1_16ns	t1_mprage_sag_p2_iso
cmrr_mbep2d_bold_Resting_10	*epfid2d1_64	cmrr_mbep2d_bold_Resting_10
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
cmrr_mbep2d_se_AP	*epfid2d1_64	cmrr_mbep2d_se_AP
cmrr_mbep2d_se_PA	*epfid2d1_64	cmrr_mbep2d_se_PA
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
cmrr_mbep2d_bold_videos_AP	*epfid2d1_64	cmrr_mbep2d_bold_videos_AP
cmrr_mbep2d_bold_Pictures_AP	*epfid2d1_64	cmrr_mbep2d_bold_Pictures_AP
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_swi_tra_p2_	*swi3d1r	Mag_Images
t2_swi_tra_p2_	*swi3d1r	Pha_Images
t2_swi_tra_p2_	*swi3d1r	mIP_Images(SW)
t2_swi_tra_p2_	*swi3d1r	SWI_Images
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
ep2d_diff_mddw_64_p2	*ep_b0_1000	ep2d_diff_mddw_64_p2_FA
ep2d_diff_mddw_64_p2		ep2d_diff_mddw_64_p2_ColFA
CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_AP_MB4_98dir_b300_b1000_b2000
CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000	ep_b5#1	CBU_mbep2d_1.75mm_PA_MB4_98dir_b300_b1000_b2000
ep2d_bold_moco_p2_fMRI_Part2	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part2
t2_tse_cor_Hippocampus	*tse2d1_16	t2_tse_cor_Hippocampus
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_tra_pasl_p2	*epfid2d1_64	ep2d_tra_pasl_p2
ep2d_tra_pasl_p2	*epfid2d1_64	MoCoSeries
ep2d_tra_pasl_p2	*epfid2d1_64	Perfusion_Weighted
ep2d_tra_pasl_p2	*epfid2d1_64	relCBF
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
Phoenix Document		PhoenixZIPReport
AAHead_Scout	*fl3d1_ns	AAHead_Scout
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_sag
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_cor
AAHead_Scout	*fl3d1_ns	AAHead_Scout_MPR_tra
t2_haste_tra_p2	*h2d1_256	t2_haste_tra_p2
gre_field_mapping	*fm2d2r	gre_field_mapping
gre_field_mapping	*fm2d2r	gre_field_mapping
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0_ND
t1_mprage_sag_p2_isa_1.0	*tfl3d1_16ns	t1_mprage_sag_p2_isa_1.0
ep2d_bold_moco_p2_fMRI_PREVENT Movie	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_PREVENT Movie
ep2d_bold_moco_p2_fMRI_Resting_State	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Resting_State
ep2d_bold_moco_p2_fMRI_Part1	*epfid2d1_64	ep2d_bold_moco_p2_fMRI_Part1
t2_tse_dark-fluid_tra	*tir2d1_16	t2_tse_dark-fluid_tra
ep2d_diff_mddw_64_p2	*ep_b0	ep2d_diff_mddw_64_p2
ep2d_diff_mddw_64_p2	*ep_b1000t	ep2d_diff_mddw_64_p2_TRACEW
